lat;lon;name;date;heure;temperature;point_de_rose;humidite;pression_station;variation_pression_24h;temperature_min_sol_12h;precipitations_dernieres_24h
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
507.325;1.599.667;BOULOGNE-SEM;01/01/2026;06:00:00Z;277.75;273.15;72;100580;-1590;NULL;0.2
505.145;1.622.833;LE-TOUQUET;01/01/2026;06:00:00Z;278.95;272.65;64;101210;-1570;276.85;0.0
50.136;1.834;ABBEVILLE;01/01/2026;06:00:00Z;276.55;275.05;90;100630;-1480;273.35;0.2
51.055.833;23.395;DUNKERQUE;01/01/2026;06:00:00Z;277.65;273.25;73;101050;-1690;NULL;0.0
50.57;30.975;LILLE-LESQUIN;01/01/2026;06:00:00Z;275.45;273.95;90;100790;-1550;272.05;0.6
49.725.167;-1.939.833;PTE DE LA HAGUE;01/01/2026;06:00:00Z;280.45;275.15;69;101620;-1340;NULL;0.0
49.652.667;-14.635;GONNEVILLE;01/01/2026;06:00:00Z;278.15;274.25;76;100070;-1330;278.85;0.4
49.18;-0.456167;CAEN-CARPIQUET;01/01/2026;06:00:00Z;275.15;273.25;87;100950;-1300;275.25;0.0
493.645;0.167;ST GATIEN DES B;01/01/2026;06:00:00Z;274.45;272.35;86;100010;-1290;NULL;0.0
493.895;1.178.333;ROUEN-BOOS;01/01/2026;06:00:00Z;274.45;272.55;87;99830;-1240;274.35;0.0
49.025;1.221.667;EVREUX-HUEST;01/01/2026;06:00:00Z;273.15;272.05;92;100110;-1190;272.15;0.0
49.932.833;1.09;DIEPPE;01/01/2026;06:00:00Z;276.95;273.95;81;101050;-1450;277.25;0.2
49.533;0.091667;OCTEVILLE;01/01/2026;06:00:00Z;277.05;274.95;86;100590;-1340;NULL;-0.1
49.090.333;20.285;PONTOISE - AERO;01/01/2026;06:00:00Z;272.35;271.65;95;100720;-1170;270.05;0.0
494.465;2.127.167;BEAUVAIS-TILLE;01/01/2026;06:00:00Z;274.75;272.45;85;100470;-1270;270.75;0.0
49.971.833;2.703.833;MEAULTE;01/01/2026;06:00:00Z;275.65;273.85;88;100110;-1450;NULL;0.2
49.818.333;3.206;ST QUENTIN;01/01/2026;06:00:00Z;275.15;273.25;87;100350;-1370;274.05;-0.1
49.209.833;4.155.333;REIMS-PRUNAY;01/01/2026;06:00:00Z;271.95;271.85;99;100560;-1170;272.65;0.0
49.782.833;4.643.167;CHARLEVILLE-MEZ;01/01/2026;06:00:00Z;274.45;272.35;86;99760;-1300;273.25;-0.1
48.979.333;6.243.167;AEROPORT METZ-NANCY-LORRAINE;01/01/2026;06:00:00Z;272.25;272.15;99;98570;-1060;271.35;-0.1
48.473.333;-5.057;OUESSANT-STIFF;01/01/2026;06:00:00Z;277.15;273.45;77;101050;-1060;NULL;0.0
48.548;-4.664.167;PLOUDALMEZEAU;01/01/2026;06:00:00Z;273.65;272.05;89;101450;-1110;NULL;0.0
48.279.333;-4.439.333;LANVEOC;01/01/2026;06:00:00Z;272.15;271.35;94;100920;-1060;NULL;0.0
48.45;-4.383.333;BREST-GUIPAVAS;01/01/2026;06:00:00Z;269.45;268.75;95;100730;-1090;267.75;0.0
48.825.833;-3.473.167;PLOUMANAC'H;01/01/2026;06:00:00Z;275.65;272.55;80;101180;-1140;NULL;0.0
48.755.333;-3.468.667;LANNION_AERO;01/01/2026;06:00:00Z;271.75;270.95;94;100840;-1130;NULL;-0.1
48.584.833;-2.076.333;DINARD;01/01/2026;06:00:00Z;270.65;269.95;95;101090;-1140;272.15;0.0
48.068.833;-1.734;RENNES-ST JACQUES;01/01/2026;06:00:00Z;267.65;266.95;95;101500;-1030;273.75;0.0
48.030.667;-0.7465;LAVAL-ETRONNIER;01/01/2026;06:00:00Z;268.95;268.55;97;100670;-1040;268.35;0.0
484.455;0.110167;ALENCON;01/01/2026;06:00:00Z;266.75;265.95;94;100140;-1060;275.15;0.0
48.061.333;1.376.333;CHATEAUDUN;01/01/2026;06:00:00Z;266.75;266.05;95;100330;-1020;268.15;0.2
484.605;1.501.167;CHARTRES;01/01/2026;06:00:00Z;269.55;269.05;96;99950;-1080;272.05;-0.1
48.774.333;2.009.833;TRAPPES;01/01/2026;06:00:00Z;271.15;270.75;97;99680;-1130;272.85;0.0
48.750.667;21.135;TOUSSUS LE NOBLE;01/01/2026;06:00:00Z;269.45;269.15;98;99840;-1120;268.25;0.0
487.725;2.204;VILLACOUBLAY;01/01/2026;06:00:00Z;271.05;270.95;99;99650;-1110;269.15;0.0
48.718;2.397;ORLY;01/01/2026;06:00:00Z;270.05;269.65;97;100740;-1110;NULL;0.0
48.967.333;2.427.667;LE BOURGET;01/01/2026;06:00:00Z;272.45;272.15;98;101230;-1170;269.55;0.0
48.610.333;26.795;MELUN;01/01/2026;06:00:00Z;267.75;267.25;96;100700;-1090;272.95;0.0
48.821.667;2.337.833;PARIS-MONTSOURIS;01/01/2026;06:00:00Z;272.85;271.85;93;100860;-1150;268.55;0.2
49.015.167;2.534.333;ROISSY;01/01/2026;06:00:00Z;272.55;271.95;96;100420;-1160;271.15;0.0
48.777.167;4.164.667;VATRY-AERO;01/01/2026;06:00:00Z;268.25;267.95;98;99740;-1080;NULL;0.2
48.324.667;4.02;TROYES-BARBEREY;01/01/2026;06:00:00Z;264.95;263.65;90;100410;-1010;270.15;0.0
48.631.333;4.903.667;ST-DIZIER;01/01/2026;06:00:00Z;271.85;271.85;100;100070;-990;267.65;0.0
48.687.833;62.215;NANCY-ESSEY;01/01/2026;06:00:00Z;272.85;271.75;92;99200;-980;268.85;0.0
48.581;5.959.833;NANCY-OCHEY;01/01/2026;06:00:00Z;271.25;271.25;100;97540;-940;265.05;0.0
485.495;7.640.333;STRASBOURG-ENTZHEIM;01/01/2026;06:00:00Z;266.05;264.85;91;99960;-970;265.35;0.0
47.928.667;7.407.667;COLMAR-MEYENHEIM;01/01/2026;06:00:00Z;265.45;264.05;90;99280;-930;267.95;0.0
47.973;-4.160.667;QUIMPER;01/01/2026;06:00:00Z;271.45;270.65;94;100890;-1020;266.55;0.0
47.652.333;-3.502.333;ILE DE GROIX;01/01/2026;06:00:00Z;274.65;272.75;87;NULL;NULL;NULL;0.0
47.762.833;-3.435.667;LORIENT-LANN BIHOUE;01/01/2026;06:00:00Z;269.05;268.05;93;101400;-980;270.95;0.0
47.294.333;-3.218.333;BELLE ILE-LE TALUT;01/01/2026;06:00:00Z;274.45;NULL;NULL;NULL;NULL;NULL;0.0
47.313.833;-21.545;ST NAZAIRE-MONTOIR;01/01/2026;06:00:00Z;270.05;269.55;96;101890;-930;NULL;0.0
47.15;-1.608.833;NANTES-BOUGUENAIS;01/01/2026;06:00:00Z;267.55;266.35;91;101550;-930;272.15;0.0
47.561.833;-0.317;MARCE;01/01/2026;06:00:00Z;267.95;267.65;98;101270;-970;NULL;0.2
47.479;-0.614333;BEAUCOUZE;01/01/2026;06:00:00Z;268.25;267.85;97;101300;-980;270.55;0.2
47.945.833;0.194167;LE MANS;01/01/2026;06:00:00Z;267.35;266.65;95;101310;-990;267.85;0.0
474.445;0.727333;TOURS;01/01/2026;06:00:00Z;270.55;269.75;94;100490;-960;272.55;0.0
476.785;1.212.333;BLOIS;01/01/2026;06:00:00Z;267.65;267.35;98;100300;-950;271.55;0.0
47.319.667;16.875;ROMORANTIN;01/01/2026;06:00:00Z;264.25;262.95;90;100860;-910;265.85;0.0
47.990.667;1.778.167;ORLEANS;01/01/2026;06:00:00Z;266.75;266.25;96;100310;-990;269.85;0.0
47.059.167;2.359.833;BOURGES;01/01/2026;06:00:00Z;268.15;266.65;89;99810;-870;270.95;0.0
47.052.167;2.642.167;AVORD;01/01/2026;06:00:00Z;267.65;266.45;91;99690;-820;NULL;0.0
46.998.333;3.112.667;NEVERS-MARZY;01/01/2026;06:00:00Z;263.65;262.05;88;99700;-810;269.95;NULL
47.824.667;3.549.667;AUXERRE-PERRIGNY;01/01/2026;06:00:00Z;266.45;265.25;91;100020;-910;269.35;0.0
47.267.833;5.088.333;DIJON-LONGVIC;01/01/2026;06:00:00Z;264.65;263.85;94;99260;-690;270.65;0.0
47.843.667;53.375;LANGRES;01/01/2026;06:00:00Z;265.65;265.25;97;96160;-800;268.05;0.0
47.249;5.988.833;BESANCON;01/01/2026;06:00:00Z;264.75;262.65;85;98160;-600;273.25;0.0
47.787;6.363.833;LUXEUIL;01/01/2026;06:00:00Z;263.15;261.95;91;98610;-710;267.95;0.0
47.591.667;6.837;DORANS;01/01/2026;06:00:00Z;266.95;263.55;77;96990;-730;263.55;0.0
47.614.333;7.51;BALE-MULHOUSE;01/01/2026;06:00:00Z;265.95;263.35;82;98530;-880;271.85;0.0
46.693.667;-2.330.167;L ILE D YEU;01/01/2026;06:00:00Z;272.95;NULL;NULL;NULL;NULL;NULL;0.0
46.705;-1.381.833;LA ROCHE SUR YON;01/01/2026;06:00:00Z;268.25;267.05;91;100740;-870;267.15;0.0
46.046.833;-1.411.667;CHASSIRON;01/01/2026;06:00:00Z;270.75;267.45;78;101510;-780;NULL;0.0
46.178;-1.193.167;LA ROCHELLE-ILE DE RE;01/01/2026;06:00:00Z;268.05;266.65;90;101590;-810;NULL;0.0
46.315.833;-0.400167;NIORT;01/01/2026;06:00:00Z;268.15;266.95;91;101060;-790;273.85;0.0
46.593.833;0.314333;POITIERS-BIARD;01/01/2026;06:00:00Z;266.55;266.15;97;100340;-860;273.05;0.0
46.869.833;1.741;CHATEAUROUX  DEOLS;01/01/2026;06:00:00Z;267.65;266.55;92;99900;-870;266.25;0.0
461.755;1.950.333;GUERET-ST LAURENT;01/01/2026;06:00:00Z;264.45;262.35;85;97300;-790;268.15;0.0
46.166.667;3.398.667;VICHY-CHARMEIL;01/01/2026;06:00:00Z;264.35;263.45;93;98780;-720;271.85;0.0
46.408.333;40.165;ST YAN;01/01/2026;06:00:00Z;264.25;263.55;95;98900;-680;NULL;0.0
462.945;4.794.333;MACON;01/01/2026;06:00:00Z;265.15;264.25;93;99240;-550;271.15;0.0
47.043.833;5.427.333;TAVAUX SA;01/01/2026;06:00:00Z;264.95;264.05;93;99590;-580;272.35;0.0
45.665;-0.315833;COGNAC;01/01/2026;06:00:00Z;268.35;267.95;97;101460;-620;265.75;0.0
45.861.167;1.175;LIMOGES-BELLEGARDE;01/01/2026;06:00:00Z;269.25;261.75;56;96890;-540;270.55;0.0
45.146.667;1.473.333;BRIVE;01/01/2026;06:00:00Z;266.05;264.65;90;100540;-350;275.15;0.0
45.036.333;1.491.667;BRIVE-SOUILLAC;01/01/2026;06:00:00Z;264.25;263.15;92;98160;-390;NULL;0.0
45.786.833;3.149.333;CLERMONT-FD;01/01/2026;06:00:00Z;266.45;264.05;83;97800;-690;268.05;0.0
450.745;3.764;LE PUY-LOUDES;01/01/2026;06:00:00Z;261.85;260.15;87;91910;-480;268.45;0.0
45.545.667;4.293.833;ST ETIENNE-BOUTHEON;01/01/2026;06:00:00Z;265.55;263.35;84;97080;-580;262.35;0.0
45.721.333;4.949.167;LYON-BRON;01/01/2026;06:00:00Z;266.15;265.45;95;99470;-500;270.25;0.0
457.265;5.077.833;LYON-ST EXUPERY;01/01/2026;06:00:00Z;267.25;266.15;92;98990;-500;NULL;0.0
459.765;5.329.333;AMBERIEU;01/01/2026;06:00:00Z;264.75;263.85;93;98870;-480;271.55;0.0
45.364;5.313.333;GRENOBLE-ST GEOIRS;01/01/2026;06:00:00Z;265.15;264.35;94;97190;-440;NULL;0.0
45.928.167;6.094;MEYTHET;01/01/2026;06:00:00Z;266.15;265.05;92;96470;-340;NULL;0.0
45.641.333;5.878;CHAMBERY-AIX;01/01/2026;06:00:00Z;266.65;265.85;94;99170;-320;264.85;0.0
45.612.667;6.763.333;BOURG ST MAURICE;01/01/2026;06:00:00Z;265.15;263.95;91;91650;-200;NULL;0.0
44.534.667;-1.132;CAZAUX;01/01/2026;06:00:00Z;271.35;271.35;100;101480;-590;268.45;0.2
44.431.667;-12.475;BISCARROSSE;01/01/2026;06:00:00Z;271.95;271.95;100;101260;-600;270.45;0.4
44.830.667;-0.691333;BORDEAUX-MERIGNAC;01/01/2026;06:00:00Z;271.75;271.45;98;101230;-530;269.05;0.2
44.172.167;0.594667;AGEN-LA GARENNE;01/01/2026;06:00:00Z;271.95;271.95;100;101040;-420;273.15;0.0
44.822.833;0.524167;BERGERAC;01/01/2026;06:00:00Z;271.45;271.35;99;101240;-460;274.35;0.0
44.745;1.396.667;GOURDON;01/01/2026;06:00:00Z;267.05;266.35;95;98680;-380;269.05;0.0
44.028;1.376.667;MONTAUBAN;01/01/2026;06:00:00Z;270.55;270.25;98;100630;-360;269.15;0.0
448.915;2.419.167;AURILLAC;01/01/2026;06:00:00Z;266.35;262.85;76;94230;-300;272.75;0.0
44.410.333;24.825;RODEZ-AVEYRON;01/01/2026;06:00:00Z;264.25;261.75;82;94850;-310;NULL;0.0
44.533.667;34.545;MENDE;01/01/2026;06:00:00Z;267.35;260.35;58;90810;-210;266.35;0.0
441.185;30.195;MILLAU;01/01/2026;06:00:00Z;269.25;262.15;58;93270;-210;267.55;0.0
44.121.333;35.815;MONT AIGOUAL;01/01/2026;06:00:00Z;274.55;251.35;16;83880;-90;NULL;0.0
44.537.167;4.368.167;LANAS SYN;01/01/2026;06:00:00Z;267.75;264.65;79;98650;-160;271.65;0.0
44.581.167;4.733;MONTELIMAR;01/01/2026;06:00:00Z;271.25;267.75;77;101080;-190;272.65;0.0
441.445;4.861;ORANGE;01/01/2026;06:00:00Z;269.05;267.35;88;101280;-30;NULL;0.0
44.083.667;5.058.333;CARPENTRAS;01/01/2026;06:00:00Z;269.05;268.55;96;100700;-20;NULL;0.0
44.062.167;5.989.667;ST AUBAN;01/01/2026;06:00:00Z;273.65;268.45;68;96400;100;270.65;0.0
44.571.167;6.508.667;EMBRUN;01/01/2026;06:00:00Z;268.25;263.95;72;91640;110;NULL;0.0
44.880.333;6.640.333;VILLAR ST PANCRACE;01/01/2026;06:00:00Z;264.75;261.15;75;86770;120;NULL;0.0
433.945;-16.865;SOCOA;01/01/2026;06:00:00Z;277.35;275.35;87;101140;-620;NULL;0.0
43.469.333;-1.534.333;BIARRITZ-PAYS-BASQUE;01/01/2026;06:00:00Z;272.05;271.95;99;100790;-580;275.05;0.0
43.689.833;-1.07;DAX;01/01/2026;06:00:00Z;272.65;272.55;99;101350;-530;273.05;0.0
43.909.833;-0.500167;MONT-DE-MARSAN;01/01/2026;06:00:00Z;272.95;272.95;100;101080;-470;277.05;0.0
43.385;-0.416333;PAU-UZEIN;01/01/2026;06:00:00Z;272.75;272.15;96;99480;-490;268.45;-0.1
43.188;0.0;TARBES-LOURDES-PYRENEES;01/01/2026;06:00:00Z;272.45;272.45;100;97320;-470;271.35;0.2
43.689;0.601167;AUCH;01/01/2026;06:00:00Z;274.45;272.65;88;100260;-430;273.85;0.0
43.005.333;1.106.833;ST GIRONS;01/01/2026;06:00:00Z;269.85;268.45;90;96740;-460;278.25;0.0
43.621;1.378.833;TOULOUSE-BLAGNAC;01/01/2026;06:00:00Z;272.55;271.25;91;100060;-370;273.85;0.0
43.914.667;2.116.333;ALBI;01/01/2026;06:00:00Z;270.65;270.25;97;99850;-310;273.25;0.0
43.215.333;22.955;CARCASSONNE;01/01/2026;06:00:00Z;272.25;271.45;94;100360;-280;272.85;0.0
43.322;3.352.667;BEZIERS-VIAS;01/01/2026;06:00:00Z;269.95;269.15;94;101740;-90;NULL;0.0
43.397.333;3.692.167;SETE;01/01/2026;06:00:00Z;275.25;266.65;53;100950;-90;NULL;0.0
43.772.833;4.412.833;NIMES-GARONS;01/01/2026;06:00:00Z;271.15;267.35;75;100600;-60;NULL;0.0
43.522.667;49.275;ISTRES;01/01/2026;06:00:00Z;271.65;269.75;87;101560;0;NULL;0.0
43.437.667;5.216;MARIGNANE;01/01/2026;06:00:00Z;275.15;273.25;87;101460;50;274.45;0.0
42.917.333;3.059.667;LEUCATE;01/01/2026;06:00:00Z;275.75;273.65;86;101370;20;NULL;0.0
43.094.333;6.146.333;HYERES;01/01/2026;06:00:00Z;280.35;276.55;77;101790;220;278.75;0.0
43.383.167;6.386.167;LE LUC;01/01/2026;06:00:00Z;274.45;274.15;98;100880;150;NULL;0.0
430.325;6.469.333;ILE DU LEVANT;01/01/2026;06:00:00Z;283.05;277.65;69;100210;240;NULL;0.0
435.565;69.505;CANNES;01/01/2026;06:00:00Z;276.85;274.55;85;101770;140;NULL;0.0
43.648.833;7.209;NICE;01/01/2026;06:00:00Z;277.35;272.15;69;101490;130;276.15;0.0
42.737.167;2.872.833;PERPIGNAN;01/01/2026;06:00:00Z;275.85;274.85;93;101350;-10;276.75;0.0
42.516.667;3.135;CAP BEAR;01/01/2026;06:00:00Z;277.25;274.25;81;100790;0;NULL;0.0
42.633.167;8.922.667;ILE ROUSSE;01/01/2026;06:00:00Z;282.25;277.65;73;100040;310;NULL;0.0
425.295;87.915;CALVI;01/01/2026;06:00:00Z;275.55;272.65;81;101120;340;NULL;0.0
41.918;8.792.667;AJACCIO;01/01/2026;06:00:00Z;277.65;275.65;87;101800;400;276.05;0.0
41.921.833;9.400.833;SOLENZARA;01/01/2026;06:00:00Z;278.95;276.15;82;101640;310;281.45;1.4
41.374.833;9.178.333;CAP PERTUSATO;01/01/2026;06:00:00Z;282.15;280.55;90;100400;340;NULL;2.8
42.259.667;95.415;ALISTRO;01/01/2026;06:00:00Z;280.55;276.95;78;100930;260;NULL;1.7
41.505.167;9.103.667;FIGARI;01/01/2026;06:00:00Z;278.55;277.65;94;101570;360;NULL;NULL
42.540.667;9.485.167;BASTIA;01/01/2026;06:00:00Z;278.25;273.95;74;101700;240;277.05;0.8
-11.582.667;47.289.667;GLORIEUSES;01/01/2026;06:00:00Z;302.55;296.95;72;101260;30;NULL;12.7
-17.054.667;42.712;JUAN DE NOVA;01/01/2026;06:00:00Z;304.25;296.35;63;101170;0;NULL;0.0
-22.344.167;40.340.667;EUROPA;01/01/2026;06:00:00Z;301.35;291.15;54;101140;-260;NULL;0.0
-15.887.667;54.520.667;TROMELIN;01/01/2026;06:00:00Z;304.15;296.55;64;101190;-80;NULL;0.2
-20.892.167;55.528.667;GILLOT-AEROPORT;01/01/2026;06:00:00Z;301.75;293.25;60;101180;80;NULL;0.0
-37.795.167;77.569.167;NOUVELLE AMSTERDAM;01/01/2026;06:00:00Z;292.15;291.45;96;99720;-1000;NULL;13.6
-464.325;51.856.667;CROZET;01/01/2026;06:00:00Z;277.65;275.85;88;98660;-1080;NULL;0.6
-49.352.333;70.243.333;KERGUELEN;01/01/2026;06:00:00Z;285.05;277.25;59;98990;NULL;276.15;0.0
-128.055;45.282.833;PAMANDZI;01/01/2026;06:00:00Z;303.35;297.75;72;101210;-40;NULL;8.3
46.766.333;-56.179.167;ST-PIERRE;01/01/2026;06:00:00Z;275.65;274.05;89;101220;1220;274.35;0.4
16.335;-61.004;LA DESIRADE METEO;01/01/2026;06:00:00Z;299.35;294.35;74;101230;10;NULL;0.0
179.015;-62.852.167;ST-BARTHELEMY METEO;01/01/2026;06:00:00Z;298.05;291.25;66;101080;30;NULL;0.0
16.264;-61.516.333;LE RAIZET AERO;01/01/2026;06:00:00Z;293.55;291.85;90;101470;0;293.65;0.0
147.745;-60.875.333;TRINITE-CARAVEL;01/01/2026;06:00:00Z;298.85;292.75;69;101110;-10;NULL;0.0
14.595.333;-60.995.667;LAMENTIN-AERO;01/01/2026;06:00:00Z;293.95;292.65;92;101420;0;NULL;0.0
54.855;-54.031.667;SAINT LAURENT;01/01/2026;06:00:00Z;296.35;NULL;NULL;101160;20;NULL;15.9
4.822.333;-52.365.333;CAYENNE-MATOURY;01/01/2026;06:00:00Z;297.55;296.65;95;101160;20;300.05;4.0
3.890.667;-51.804.667;SAINT GEORGES;01/01/2026;06:00:00Z;296.85;NULL;NULL;101120;0;NULL;1.2
3.640.167;-54.028.333;MARIPASOULA;01/01/2026;06:00:00Z;297.35;NULL;NULL;100030;-50;NULL;0.0
-66.663.167;140.001;DUMONT D'URVILLE;01/01/2026;06:00:00Z;274.65;273.95;95;98720;NULL;NULL;NULL
-18.48;163.086.333;SURPRISE;01/01/2026;06:00:00Z;303.95;292.65;51;100670;110;NULL;NULL
-19.968.333;1.584.755;CHESTERFIELD;01/01/2026;06:00:00Z;301.45;292.35;58;100810;140;NULL;NULL
-20.558.667;164.284.167;KOUMAC;01/01/2026;06:00:00Z;300.75;292.05;59;100480;160;NULL;0.0
-20.777.667;167.241.167;OUANAHAM;01/01/2026;06:00:00Z;300.35;291.35;58;100400;160;NULL;NULL
-22.017.333;166.222.333;LA TONTOUTA;01/01/2026;06:00:00Z;301.85;287.65;42;100680;150;NULL;0.0
-22.276;166.452.833;NOUMEA;01/01/2026;06:00:00Z;301.55;290.45;51;100050;190;NULL;0.0
-13.239.833;-176.194.167;HIHIFO;01/01/2026;06:00:00Z;300.75;297.55;83;100250;40;NULL;1.8
-9.806;-139.035.667;HIVA-OA;01/01/2026;06:00:00Z;297.35;294.85;86;100530;110;NULL;16.9
-16.445.167;-151.752;BORA-BORA-MOTU-AERO;01/01/2026;06:00:00Z;300.35;297.05;82;101120;30;NULL;0.0
-17.745.667;-149.158.833;TAIARAPU-EST;01/01/2026;06:00:00Z;297.45;295.35;88;101210;40;NULL;24.9
-17.555.167;-149.614.333;FAAA;01/01/2026;06:00:00Z;298.75;296.45;87;101150;40;NULL;5.8
-14.456.833;-145.025.167;TAKAROA;01/01/2026;06:00:00Z;300.95;295.85;74;101100;70;NULL;7.1
-18.063;-140.961.167;HAO AERO;01/01/2026;06:00:00Z;300.55;296.75;80;101280;130;NULL;0.2
-23.130.167;-134.965.333;MANGAREVA;01/01/2026;06:00:00Z;296.95;294.45;86;100450;80;NULL;2.0
-27.618.333;-144.334.833;RAPA;01/01/2026;06:00:00Z;294.55;291.55;83;101590;180;NULL;5.6
48.532;-4.151.833;LANDIVISIAU;01/01/2026;06:00:00Z;270.15;269.65;96;100490;-1110;NULL;0.0
43.911.333;49.025;AVIGNON;01/01/2026;06:00:00Z;268.15;267.05;92;101490;-30;NULL;0.0
43.576.167;3.964.667;MONTPELLIER-AEROPORT;01/01/2026;06:00:00Z;271.25;266.65;71;101860;-90;268.45;0.0
43.856.833;4.406.333;NIMES-COURBESSAC;01/01/2026;06:00:00Z;271.95;267.75;73;101090;-120;273.35;0.0
43.612.833;5.108;SALON DE PROVENCE;01/01/2026;06:00:00Z;270.35;269.85;96;101140;20;NULL;0.0
-49.352.333;70.243.333;KERGUELEN;01/01/2026;06:00:00Z;285.05;277.25;59;98990;-1130;NULL;0.0
-66.663.167;140.001;DUMONT D'URVILLE;01/01/2026;06:00:00Z;274.65;273.95;95;98720;NULL;NULL;NULL
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
507.325;1.599.667;BOULOGNE-SEM;01/01/2026;12:00:00Z;279.25;275.65;78;100070;-1980;NULL;0.0
